raw_id,player,measurement_era,metric,value,unit,evidence_class,source_manifest_id,source_tier,canonicality,bank_acceptance_status,rejection_reason,source_url,notes
R00016,蓑尾海斗,2022,50M_STANDING_START_SECONDS,6.48,seconds,STANDARDIZED_SHORT_DISTANCE,samurai_university_2022_06_19,C_UNVERIFIED_FULL_TABLE,CANONICAL_SOURCE_RECORD,REJECTED_SOURCE_TIER,REJECTED_TIER_C_FULL_TABLE_NOT_INDEPENDENTLY_VERIFIED,https://www.youtube.com/watch?v=fC8_8iA7Cao,Raw value retained; only the official 2022 top five are admitted from this otherwise third-party full table.
R00017,松下豪佑,2022,50M_STANDING_START_SECONDS,6.42,seconds,STANDARDIZED_SHORT_DISTANCE,samurai_university_2022_06_19,C_UNVERIFIED_FULL_TABLE,CANONICAL_SOURCE_RECORD,REJECTED_SOURCE_TIER,REJECTED_TIER_C_FULL_TABLE_NOT_INDEPENDENTLY_VERIFIED,https://www.youtube.com/watch?v=fC8_8iA7Cao,Raw value retained; only the official 2022 top five are admitted from this otherwise third-party full table.
R00018,齊藤大輝,2022,50M_STANDING_START_SECONDS,6.42,seconds,STANDARDIZED_SHORT_DISTANCE,samurai_university_2022_06_19,C_UNVERIFIED_FULL_TABLE,CANONICAL_SOURCE_RECORD,REJECTED_SOURCE_TIER,REJECTED_TIER_C_FULL_TABLE_NOT_INDEPENDENTLY_VERIFIED,https://www.youtube.com/watch?v=fC8_8iA7Cao,Raw value retained; only the official 2022 top five are admitted from this otherwise third-party full table.
R00019,杉浦有祐,2022,50M_STANDING_START_SECONDS,6.4,seconds,STANDARDIZED_SHORT_DISTANCE,samurai_university_2022_06_19,C_UNVERIFIED_FULL_TABLE,CANONICAL_SOURCE_RECORD,REJECTED_SOURCE_TIER,REJECTED_TIER_C_FULL_TABLE_NOT_INDEPENDENTLY_VERIFIED,https://www.youtube.com/watch?v=fC8_8iA7Cao,Raw value retained; only the official 2022 top five are admitted from this otherwise third-party full table.
R00020,廣瀬隆太,2022,50M_STANDING_START_SECONDS,6.39,seconds,STANDARDIZED_SHORT_DISTANCE,samurai_university_2022_06_19,C_UNVERIFIED_FULL_TABLE,CANONICAL_SOURCE_RECORD,REJECTED_SOURCE_TIER,REJECTED_TIER_C_FULL_TABLE_NOT_INDEPENDENTLY_VERIFIED,https://www.youtube.com/watch?v=fC8_8iA7Cao,Raw value retained; only the official 2022 top five are admitted from this otherwise third-party full table.
R00021,上田希由翔,2022,50M_STANDING_START_SECONDS,6.35,seconds,STANDARDIZED_SHORT_DISTANCE,samurai_university_2022_06_19,C_UNVERIFIED_FULL_TABLE,CANONICAL_SOURCE_RECORD,REJECTED_SOURCE_TIER,REJECTED_TIER_C_FULL_TABLE_NOT_INDEPENDENTLY_VERIFIED,https://www.youtube.com/watch?v=fC8_8iA7Cao,Raw value retained; only the official 2022 top five are admitted from this otherwise third-party full table.
R00022,石毛大地,2022,50M_STANDING_START_SECONDS,6.33,seconds,STANDARDIZED_SHORT_DISTANCE,samurai_university_2022_06_19,C_UNVERIFIED_FULL_TABLE,CANONICAL_SOURCE_RECORD,REJECTED_SOURCE_TIER,REJECTED_TIER_C_FULL_TABLE_NOT_INDEPENDENTLY_VERIFIED,https://www.youtube.com/watch?v=fC8_8iA7Cao,Raw value retained; only the official 2022 top five are admitted from this otherwise third-party full table.
R00023,奈良間大己,2022,50M_STANDING_START_SECONDS,6.31,seconds,STANDARDIZED_SHORT_DISTANCE,samurai_university_2022_06_19,C_UNVERIFIED_FULL_TABLE,CANONICAL_SOURCE_RECORD,REJECTED_SOURCE_TIER,REJECTED_TIER_C_FULL_TABLE_NOT_INDEPENDENTLY_VERIFIED,https://www.youtube.com/watch?v=fC8_8iA7Cao,Raw value retained; only the official 2022 top five are admitted from this otherwise third-party full table.
R00024,杉澤龍,2022,50M_STANDING_START_SECONDS,6.31,seconds,STANDARDIZED_SHORT_DISTANCE,samurai_university_2022_06_19,C_UNVERIFIED_FULL_TABLE,CANONICAL_SOURCE_RECORD,REJECTED_SOURCE_TIER,REJECTED_TIER_C_FULL_TABLE_NOT_INDEPENDENTLY_VERIFIED,https://www.youtube.com/watch?v=fC8_8iA7Cao,Raw value retained; only the official 2022 top five are admitted from this otherwise third-party full table.
R00025,萩尾匡也,2022,50M_STANDING_START_SECONDS,6.22,seconds,STANDARDIZED_SHORT_DISTANCE,samurai_university_2022_06_19,C_UNVERIFIED_FULL_TABLE,CANONICAL_SOURCE_RECORD,REJECTED_SOURCE_TIER,REJECTED_TIER_C_FULL_TABLE_NOT_INDEPENDENTLY_VERIFIED,https://www.youtube.com/watch?v=fC8_8iA7Cao,Raw value retained; only the official 2022 top five are admitted from this otherwise third-party full table.
R00091,矢澤宏太,2021,50M_STANDING_START_SECONDS,5.8,seconds,STANDARDIZED_SHORT_DISTANCE,samurai_university_2021_12_03_protocol_conflict,A,CANONICAL_SOURCE_RECORD,REJECTED_PROTOCOL_CONFLICT,"REJECTED_PROTOCOL_CONFLICT_PENDING_PRIMARY_RECONCILIATION: the 2021 official report says photoelectric, but the organiser's 2025 report says this camp began photoelectric timing in 2022.",https://www.japan-baseball.jp/jp/news/press/20211203_1.html,"REJECTED_PROTOCOL_CONFLICT_PENDING_PRIMARY_RECONCILIATION: the 2021 official report says photoelectric, but the organiser's 2025 report says this camp began photoelectric timing in 2022."
R00092,道原慧,2021,50M_STANDING_START_SECONDS,5.81,seconds,STANDARDIZED_SHORT_DISTANCE,samurai_university_2021_12_03_protocol_conflict,A,CANONICAL_SOURCE_RECORD,REJECTED_PROTOCOL_CONFLICT,"REJECTED_PROTOCOL_CONFLICT_PENDING_PRIMARY_RECONCILIATION: the 2021 official report says photoelectric, but the organiser's 2025 report says this camp began photoelectric timing in 2022.",https://www.japan-baseball.jp/jp/news/press/20211203_1.html,"REJECTED_PROTOCOL_CONFLICT_PENDING_PRIMARY_RECONCILIATION: the 2021 official report says photoelectric, but the organiser's 2025 report says this camp began photoelectric timing in 2022."
R00093,村松開人,2021,50M_STANDING_START_SECONDS,5.91,seconds,STANDARDIZED_SHORT_DISTANCE,samurai_university_2021_12_03_protocol_conflict,A,CANONICAL_SOURCE_RECORD,REJECTED_PROTOCOL_CONFLICT,"REJECTED_PROTOCOL_CONFLICT_PENDING_PRIMARY_RECONCILIATION: the 2021 official report says photoelectric, but the organiser's 2025 report says this camp began photoelectric timing in 2022.",https://www.japan-baseball.jp/jp/news/press/20211203_1.html,"REJECTED_PROTOCOL_CONFLICT_PENDING_PRIMARY_RECONCILIATION: the 2021 official report says photoelectric, but the organiser's 2025 report says this camp began photoelectric timing in 2022."
R00094,蛭間拓哉,2021,50M_STANDING_START_SECONDS,5.93,seconds,STANDARDIZED_SHORT_DISTANCE,samurai_university_2021_12_03_protocol_conflict,A,CANONICAL_SOURCE_RECORD,REJECTED_PROTOCOL_CONFLICT,"REJECTED_PROTOCOL_CONFLICT_PENDING_PRIMARY_RECONCILIATION: the 2021 official report says photoelectric, but the organiser's 2025 report says this camp began photoelectric timing in 2022.",https://www.japan-baseball.jp/jp/news/press/20211203_1.html,"REJECTED_PROTOCOL_CONFLICT_PENDING_PRIMARY_RECONCILIATION: the 2021 official report says photoelectric, but the organiser's 2025 report says this camp began photoelectric timing in 2022."
R00187,筒香嘉智,2022,T90FT_SECONDS,4.2,seconds,ABSOLUTE_DIRECT_STATCAST,mlb_statcast_running_splits_live_revalidation_20260810,A_FIRST_PARTY_LIVE_REVERIFIED,CANONICAL_SOURCE_RECORD,REJECTED_LIVE_REVALIDATION,REJECTED_LIVE_OFFICIAL_CSV_NOT_FOUND_NO_PRESERVED_SNAPSHOT,https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2022&csv=true,REJECTED_LIVE_OFFICIAL_CSV_NOT_FOUND_NO_PRESERVED_SNAPSHOT
R00188,筒香嘉智,2022,T10FT_SECONDS,0.91,seconds,ABSOLUTE_DIRECT_STATCAST,mlb_statcast_running_splits_live_revalidation_20260810,A_FIRST_PARTY_LIVE_REVERIFIED,CANONICAL_SOURCE_RECORD,REJECTED_LIVE_REVALIDATION,REJECTED_LIVE_OFFICIAL_CSV_NOT_FOUND_NO_PRESERVED_SNAPSHOT,https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2022&csv=true,Supporting split retained separately; it is not converted to metres or a game ability.
R00189,筒香嘉智,2022,T30FT_SECONDS,1.89,seconds,ABSOLUTE_DIRECT_STATCAST,mlb_statcast_running_splits_live_revalidation_20260810,A_FIRST_PARTY_LIVE_REVERIFIED,CANONICAL_SOURCE_RECORD,REJECTED_LIVE_REVALIDATION,REJECTED_LIVE_OFFICIAL_CSV_NOT_FOUND_NO_PRESERVED_SNAPSHOT,https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2022&csv=true,Supporting split retained separately; it is not converted to metres or a game ability.
R00190,筒香嘉智,2022,MLB_SPRINT_SPEED_FTPS,26.1,ft_per_second,ABSOLUTE_DIRECT_STATCAST,mlb_statcast_running_splits_live_revalidation_20260810,A_FIRST_PARTY_LIVE_REVERIFIED,CANONICAL_SOURCE_RECORD,REJECTED_LIVE_REVALIDATION,REJECTED_LIVE_OFFICIAL_CSV_NOT_FOUND_NO_PRESERVED_SNAPSHOT,https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2022&csv=true,Official seasonal Sprint Speed retained as a separate unit and aggregation; it is not equated to NPB+.
R00191,Namiki Hidekazu,2019,50M_MANUAL_SECONDS,5.32,seconds,HISTORICAL_PROFILE_DIRECTIONAL,university_manual_50m_directional_2019,C_DIRECTIONAL,CANONICAL_SOURCE_RECORD,REJECTED_PROTOCOL,REJECTED_PROTOCOL_MANUAL_START_NOT_COMPARABLE,,Retained only to preserve a discovered historical value and its protocol incompatibility.
R00192,Isobata Yohei,2019,50M_MANUAL_SECONDS,5.42,seconds,HISTORICAL_PROFILE_DIRECTIONAL,university_manual_50m_directional_2019,C_DIRECTIONAL,CANONICAL_SOURCE_RECORD,REJECTED_PROTOCOL,REJECTED_PROTOCOL_MANUAL_START_NOT_COMPARABLE,,Retained only to preserve a discovered historical value and its protocol incompatibility.
R00193,Yazawa Koutaro,2019,50M_MANUAL_SECONDS,5.53,seconds,HISTORICAL_PROFILE_DIRECTIONAL,university_manual_50m_directional_2019,C_DIRECTIONAL,CANONICAL_SOURCE_RECORD,REJECTED_PROTOCOL,REJECTED_PROTOCOL_MANUAL_START_NOT_COMPARABLE,,Retained only to preserve a discovered historical value and its protocol incompatibility.
R00194,森 友哉,unknown,50M_PROFILE_SECONDS,6.2,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://www.nikkansports.com/baseball/professional/draft/2013/news/p-bb-tp0-20131209-1228895.html,High-school profile value; timing conditions are unknown.
R00195,中川 圭太,2021,HP_TO_1B_SECONDS,4.01,seconds,CONTEXT_ONLY,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,https://pacificleague.com/news/32690,通常打撃の一塁到達。打撃→走行移行と打席左右が混ざるためT90直接値にはしない。
R00196,来田 涼斗,unknown,50M_PROFILE_SECONDS,5.9,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://www.nikkansports.com/baseball/column/baseballcountry/news/202003140000249.html,"High-school profile value; article date is not the measurement date, which remains unknown."
R00197,蝦名 達夫,unknown,50M_PROFILE_SECONDS,6,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://www.nikkansports.com/baseball/news/201910280000575.html,University draft profile value; timing conditions are unknown.
R00198,梶原 昂希,unknown,50M_PROFILE_SECONDS,5.8,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://news.tv-asahi.co.jp/news_sports/articles/900020068.html,Profile value; measurement date and conditions are not published.
R00199,梶原 昂希,unknown,HP_TO_1B_SECONDS,3.97,seconds,CONTEXT_ONLY,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,https://baseballking.jp/ns/297434/,Full-swing infield-hit home-to-first on a rain-affected field is contextual only.
R00200,京田 陽太,unknown,50M_PROFILE_SECONDS,5.9,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://www.japan-baseball.jp/jp/news/press/20160710_5.html,University profile value; method is unknown. A conflicting media 5.8 claim is not treated as a second measurement.
R00201,筒香 嘉智,2022,T10FT_SECONDS,0.91,seconds,STANDARDIZED_PRIOR,existing_npb_physical_inventory_20260809,A,SUPERSEDED_BY_LIVE_DIRECT_REVALIDATION,REJECTED_OR_CONTEXT_ONLY,REJECTED_LIVE_OFFICIAL_CSV_NOT_FOUND_NO_PRESERVED_SNAPSHOT,https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2022,Official 10ft running split; retain separately from 10m and do not assume NPB+ equivalence.
R00202,筒香 嘉智,2022,T30FT_SECONDS,1.89,seconds,STANDARDIZED_PRIOR,existing_npb_physical_inventory_20260809,A,SUPERSEDED_BY_LIVE_DIRECT_REVALIDATION,REJECTED_OR_CONTEXT_ONLY,REJECTED_LIVE_OFFICIAL_CSV_NOT_FOUND_NO_PRESERVED_SNAPSHOT,https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2022,Official 30ft running split; retain separately from 30m and do not assume NPB+ equivalence.
R00203,筒香 嘉智,2022,T90FT_SECONDS,4.2,seconds,NUMERIC_T90_CANDIDATE,existing_npb_physical_inventory_20260809,A,SUPERSEDED_BY_LIVE_DIRECT_REVALIDATION,REJECTED_OR_CONTEXT_ONLY,REJECTED_LIVE_OFFICIAL_CSV_NOT_FOUND_NO_PRESERVED_SNAPSHOT,https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2022,"Official direct 90ft value within the project's four-year temporal gate; candidate only for the individual appraisal, not an NPB+ bridge calibration."
R00204,筒香 嘉智,2022,MLB_SPRINT_SPEED_FTPS,26.1,ft_per_second,STANDARDIZED_PRIOR,existing_npb_physical_inventory_20260809,A,SUPERSEDED_BY_LIVE_DIRECT_REVALIDATION,REJECTED_OR_CONTEXT_ONLY,REJECTED_LIVE_OFFICIAL_CSV_NOT_FOUND_NO_PRESERVED_SNAPSHOT,https://baseballsavant.mlb.com/leaderboard/sprint_speed?year=2022&position=&team=&min=10,Official MLB seasonal Sprint Speed; units and public aggregation equivalence with NPB+ are not established.
R00205,林 琢真,2022,50M_PROFILE_SECONDS,5.99,seconds,STANDARDIZED_PRIOR,existing_npb_physical_inventory_20260809,C,DUPLICATE_OF_CANONICAL_STANDARDIZED_SOURCE,REJECTED_OR_CONTEXT_ONLY,DUPLICATE_OF_CANONICAL_STANDARDIZED_SOURCE_RECORD,https://www.youtube.com/watch?v=fC8_8iA7Cao,"Shared electronic/photoelectric 50m test is comparable within its cohort, but it is historical and has no validated NPB+ T90 bridge."
R00206,林 琢真,unknown,50M_PROFILE_SECONDS,5.7,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://www.nikkansports.com/baseball/news/202210270001023.html,"Reported self-best is distinct from the preserved 5.99 electronic camp result, but its own date, timing method, and start are unknown."
R00207,モンテロ,2024,T10FT_SECONDS,0.9,seconds,STANDARDIZED_PRIOR,existing_npb_physical_inventory_20260809,A,SUPERSEDED_BY_LIVE_DIRECT_REVALIDATION,REJECTED_OR_CONTEXT_ONLY,SUPERSEDED_BY_LIVE_REVALIDATION_CANONICAL_RECORD,https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2024,Official 10ft running split; retain separately from 10m and do not assume NPB+ equivalence.
R00208,モンテロ,2024,T30FT_SECONDS,1.88,seconds,STANDARDIZED_PRIOR,existing_npb_physical_inventory_20260809,A,SUPERSEDED_BY_LIVE_DIRECT_REVALIDATION,REJECTED_OR_CONTEXT_ONLY,SUPERSEDED_BY_LIVE_REVALIDATION_CANONICAL_RECORD,https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2024,Official 30ft running split; retain separately from 30m and do not assume NPB+ equivalence.
R00209,モンテロ,2024,T90FT_SECONDS,4.2,seconds,NUMERIC_T90_CANDIDATE,existing_npb_physical_inventory_20260809,A,SUPERSEDED_BY_LIVE_DIRECT_REVALIDATION,REJECTED_OR_CONTEXT_ONLY,SUPERSEDED_BY_LIVE_REVALIDATION_CANONICAL_RECORD,https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2024,"Official direct 90ft value within the project's four-year temporal gate; candidate only for the individual appraisal, not an NPB+ bridge calibration."
R00210,モンテロ,2024,MLB_SPRINT_SPEED_FTPS,26.2,ft_per_second,STANDARDIZED_PRIOR,existing_npb_physical_inventory_20260809,A,SUPERSEDED_BY_LIVE_DIRECT_REVALIDATION,REJECTED_OR_CONTEXT_ONLY,SUPERSEDED_BY_LIVE_REVALIDATION_CANONICAL_RECORD,https://baseballsavant.mlb.com/leaderboard/sprint_speed?year=2024&position=&team=&min=10,Official MLB seasonal Sprint Speed; units and public aggregation equivalence with NPB+ are not established.
R00211,坂倉 将吾,unknown,50M_PROFILE_SECONDS,6.4,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,B,ARCHIVAL_INVENTORY_RECORD,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,https://www.nikkansports.com/baseball/news/1737870.html,High-school profile value; test protocol is unknown.
R00212,秋山 翔吾,2021,T10FT_SECONDS,0.86,seconds,STANDARDIZED_PRIOR,existing_npb_physical_inventory_20260809,A,SUPERSEDED_BY_LIVE_DIRECT_REVALIDATION,REJECTED_OR_CONTEXT_ONLY,SUPERSEDED_BY_LIVE_REVALIDATION_CANONICAL_RECORD,https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2021,Official 10ft running split; retain separately from 10m and do not assume NPB+ equivalence.
R00213,秋山 翔吾,2021,T30FT_SECONDS,1.78,seconds,STANDARDIZED_PRIOR,existing_npb_physical_inventory_20260809,A,SUPERSEDED_BY_LIVE_DIRECT_REVALIDATION,REJECTED_OR_CONTEXT_ONLY,SUPERSEDED_BY_LIVE_REVALIDATION_CANONICAL_RECORD,https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2021,Official 30ft running split; retain separately from 30m and do not assume NPB+ equivalence.
R00214,秋山 翔吾,2021,T90FT_SECONDS,3.97,seconds,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,A,SUPERSEDED_BY_LIVE_DIRECT_REVALIDATION,REJECTED_OR_CONTEXT_ONLY,SUPERSEDED_BY_LIVE_REVALIDATION_CANONICAL_RECORD,https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2021,Official direct 90ft value retained as historical profile evidence; year gap exceeds the project's four-year current-use gate.
R00215,秋山 翔吾,2021,MLB_SPRINT_SPEED_FTPS,28,ft_per_second,HISTORICAL_PROFILE_HINT,existing_npb_physical_inventory_20260809,A,SUPERSEDED_BY_LIVE_DIRECT_REVALIDATION,REJECTED_OR_CONTEXT_ONLY,SUPERSEDED_BY_LIVE_REVALIDATION_CANONICAL_RECORD,https://baseballsavant.mlb.com/leaderboard/sprint_speed?year=2021&position=&team=&min=10,Official MLB seasonal Sprint Speed; units and public aggregation equivalence with NPB+ are not established.
