lane_id	lane_label	region_or_league	topic_code	topic_family	status	query_formulations	searched_domains_source_families	year_coverage	retained_events	negative_search_result	second_pass_discovery_result	closure_reason	reason_if_not_applicable_or_blocked	source_quality_note	wave2_notes
NPB_NATIONAL	NPB national	Japan	K	business / fans / media / stadiums	SEARCHED_NEEDS_MORE	NPB business / fans / media / stadiums history rule reform farm draft contract governance || NPB national business / fans / media / stadiums official archive history 1946-2026 source-families=npb.jp;draft.npb.jp;NPB league/farm archives || second-pass NPB national business / fans / media / stadiums failure reversal negative result	npb.jp;draft.npb.jp;NPB league/farm archives	1946-2026	PNN-038;PNN-043;PNN-044;PNW2-001;PNW2-002;PNW2-007;PNW2-010;PNW2-015;PNW2-016;PNW2-017;PNW2-041	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	Second pass retained PNN-038,PNN-043,PNN-044,PNW2-001,PNW2-002,PNW2-007,PNW2-010,PNW2-015,PNW2-016,PNW2-017,PNW2-041 but did not establish saturation.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NPB_NATIONAL	NPB national	Japan	L	governance / labor / player associations	SEARCHED_SATURATED	NPB governance / labor / player associations history rule reform farm draft contract governance || NPB national governance / labor / player associations official archive history 1946-2026 source-families=npb.jp;draft.npb.jp;NPB league/farm archives || second-pass NPB national governance / labor / player associations failure reversal negative result	npb.jp;draft.npb.jp;NPB league/farm archives	1946-2026	PNN-007;PNN-053;PNW2-004;PNW2-005;PNW2-006	No materially distinct mechanism beyond existing PW/open domains was retained after the second pass.	Second pass retained PNN-007,PNN-053,PNW2-004,PNW2-005,PNW2-006 as evidence.	Two formulation families plus source checking reached bounded saturation; later archival discoveries remain admissible.		Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NPB_NATIONAL	NPB national	Japan	M	integrity / scandals / enforcement	SEARCHED_SATURATED	NPB integrity / scandals / enforcement history rule reform farm draft contract governance || NPB national integrity / scandals / enforcement official archive history 1946-2026 source-families=npb.jp;draft.npb.jp;NPB league/farm archives || second-pass NPB national integrity / scandals / enforcement failure reversal negative result	npb.jp;draft.npb.jp;NPB league/farm archives	1946-2026	PNN-007;PNN-052;PNN-053;PNW2-005	No materially distinct mechanism beyond existing PW/open domains was retained after the second pass.	Second pass retained PNN-007,PNN-052,PNN-053,PNW2-005 as evidence.	Two formulation families plus source checking reached bounded saturation; later archival discoveries remain admissible.		Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NPB_NATIONAL	NPB national	Japan	N	global development	SEARCHED_NEEDS_MORE	NPB global development history rule reform farm draft contract governance || NPB national global development official archive history 1946-2026 source-families=npb.jp;draft.npb.jp;NPB league/farm archives || second-pass NPB national global development failure reversal negative result	npb.jp;draft.npb.jp;NPB league/farm archives	1946-2026	PNN-005;PNN-006;PNN-035;PNW2-009;PNW2-011;PNW2-012;PNW2-014;PNW2-041	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	Second pass retained PNN-005,PNN-006,PNN-035,PNW2-009,PNW2-011,PNW2-012,PNW2-014,PNW2-041 but did not establish saturation.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NPB_NATIONAL	NPB national	Japan	O	country-specific systems	SEARCHED_NEEDS_MORE	NPB country-specific systems history rule reform farm draft contract governance || NPB national country-specific systems official archive history 1946-2026 source-families=npb.jp;draft.npb.jp;NPB league/farm archives || second-pass NPB national country-specific systems failure reversal negative result	npb.jp;draft.npb.jp;NPB league/farm archives	1946-2026	PNN-002;PNN-008;PNN-049;PNW2-009;PNW2-012	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	Second pass retained PNN-002,PNN-008,PNN-049,PNW2-009,PNW2-012 but did not establish saturation.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NPB_NATIONAL	NPB national	Japan	P	tournaments / all-star	SEARCHED_NEEDS_MORE	NPB tournaments / all-star history rule reform farm draft contract governance || NPB national tournaments / all-star official archive history 1946-2026 source-families=npb.jp;draft.npb.jp;NPB league/farm archives || second-pass NPB national tournaments / all-star failure reversal negative result	npb.jp;draft.npb.jp;NPB league/farm archives	1946-2026	PNN-038;PNN-039;PNN-040	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	Second pass retained PNN-038,PNN-039,PNN-040 but did not establish saturation.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NPB_NATIONAL	NPB national	Japan	Q	rare structural events	SEARCHED_SATURATED	NPB rare structural events history rule reform farm draft contract governance || NPB national rare structural events official archive history 1946-2026 source-families=npb.jp;draft.npb.jp;NPB league/farm archives || second-pass NPB national rare structural events failure reversal negative result	npb.jp;draft.npb.jp;NPB league/farm archives	1946-2026	PNN-001;PNN-043;PNN-052;PNW2-001;PNW2-002;PNW2-003;PNW2-006;PNW2-007;PNW2-008;PNW2-010;PNW2-016;PNW2-041	No materially distinct mechanism beyond existing PW/open domains was retained after the second pass.	Second pass retained PNN-001,PNN-043,PNN-052,PNW2-001,PNW2-002,PNW2-003,PNW2-006,PNW2-007,PNW2-008,PNW2-010,PNW2-016,PNW2-041 as evidence.	Two formulation families plus source checking reached bounded saturation; later archival discoveries remain admissible.		Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NPB_12_CLUBS	NPB 12 clubs	Japan	A	rules / on-field environment	SEARCHED_NEEDS_MORE	NPB NPB 12 clubs rules / on-field environment 球団史 ファーム 育成 契約 || NPB 12 clubs rules / on-field environment official archive history 1949-2026 source-families=12 club official histories, farm pages, IR/facility pages; NPB club lists || second-pass NPB 12 clubs rules / on-field environment failure reversal negative result	12 club official histories, farm pages, IR/facility pages; NPB club lists	1949-2026	PNN-007	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	Second pass retained PNN-007 but did not establish saturation.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NPB_12_CLUBS	NPB 12 clubs	Japan	B	draft / amateur acquisition	SEARCHED_NEEDS_MORE	NPB NPB 12 clubs draft / amateur acquisition 球団史 ファーム 育成 契約 || NPB 12 clubs draft / amateur acquisition official archive history 1949-2026 source-families=12 club official histories, farm pages, IR/facility pages; NPB club lists || second-pass NPB 12 clubs draft / amateur acquisition failure reversal negative result	12 club official histories, farm pages, IR/facility pages; NPB club lists	1949-2026	PNN-003;PNN-004;PNN-008;PNW2-004;PNW2-005	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	Second pass retained PNN-003,PNN-004,PNN-008,PNW2-004,PNW2-005 but did not establish saturation.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NPB_12_CLUBS	NPB 12 clubs	Japan	C	contracts / FA / player movement	SEARCHED_NEEDS_MORE	NPB NPB 12 clubs contracts / FA / player movement 球団史 ファーム 育成 契約 || NPB 12 clubs contracts / FA / player movement official archive history 1949-2026 source-families=12 club official histories, farm pages, IR/facility pages; NPB club lists || second-pass NPB 12 clubs contracts / FA / player movement failure reversal negative result	12 club official histories, farm pages, IR/facility pages; NPB club lists	1949-2026	PNN-002;PNN-003;PNN-008;PNN-049;PNW2-006	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	Second pass retained PNN-002,PNN-003,PNN-008,PNN-049,PNW2-006 but did not establish saturation.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NPB_12_CLUBS	NPB 12 clubs	Japan	D	organization / roster / competitive balance	SEARCHED_SATURATED	NPB NPB 12 clubs organization / roster / competitive balance 球団史 ファーム 育成 契約 || NPB 12 clubs organization / roster / competitive balance official archive history 1949-2026 source-families=12 club official histories, farm pages, IR/facility pages; NPB club lists || second-pass NPB 12 clubs organization / roster / competitive balance failure reversal negative result	12 club official histories, farm pages, IR/facility pages; NPB club lists	1949-2026	PNN-001;PNN-003;PNN-004;PNN-005;PNN-039;PNW2-001;PNW2-003;PNW2-004;PNW2-007;PNW2-008;PNW2-017	No materially distinct mechanism beyond existing PW/open domains was retained after the second pass.	Second pass retained PNN-001,PNN-003,PNN-004,PNN-005,PNN-039,PNW2-001,PNW2-003,PNW2-004,PNW2-007,PNW2-008,PNW2-017 as evidence.	Two formulation families plus source checking reached bounded saturation; later archival discoveries remain admissible.		Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NPB_12_CLUBS	NPB 12 clubs	Japan	E	player development	SEARCHED_SATURATED	NPB NPB 12 clubs player development 球団史 ファーム 育成 契約 || NPB 12 clubs player development official archive history 1949-2026 source-families=12 club official histories, farm pages, IR/facility pages; NPB club lists || second-pass NPB 12 clubs player development failure reversal negative result	12 club official histories, farm pages, IR/facility pages; NPB club lists	1949-2026	PNN-005;PNN-006;PNN-008;PNN-009;PNW2-003;PNW2-008;PNW2-009;PNW2-010;PNW2-011;PNW2-014;PNW2-015;PNW2-016;PNW2-017	No materially distinct mechanism beyond existing PW/open domains was retained after the second pass.	Second pass retained PNN-005,PNN-006,PNN-008,PNN-009,PNW2-003,PNW2-008,PNW2-009,PNW2-010,PNW2-011,PNW2-014,PNW2-015,PNW2-016,PNW2-017 as evidence.	Two formulation families plus source checking reached bounded saturation; later archival discoveries remain admissible.		Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NPB_12_CLUBS	NPB 12 clubs	Japan	F	scouting / analytics / AI / technology	SEARCHED_NEEDS_MORE	NPB NPB 12 clubs scouting / analytics / AI / technology 球団史 ファーム 育成 契約 || NPB 12 clubs scouting / analytics / AI / technology official archive history 1949-2026 source-families=12 club official histories, farm pages, IR/facility pages; NPB club lists || second-pass NPB 12 clubs scouting / analytics / AI / technology failure reversal negative result	12 club official histories, farm pages, IR/facility pages; NPB club lists	1949-2026	PNN-006;PNN-009;PNW2-011;PNW2-012;PNW2-013;PNW2-015	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	Second pass retained PNN-006,PNN-009,PNW2-011,PNW2-012,PNW2-013,PNW2-015 but did not establish saturation.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NPB_12_CLUBS	NPB 12 clubs	Japan	G	staff / culture / organizational knowledge	SEARCHED_SATURATED	NPB NPB 12 clubs staff / culture / organizational knowledge 球団史 ファーム 育成 契約 || NPB 12 clubs staff / culture / organizational knowledge official archive history 1949-2026 source-families=12 club official histories, farm pages, IR/facility pages; NPB club lists || second-pass NPB 12 clubs staff / culture / organizational knowledge failure reversal negative result	12 club official histories, farm pages, IR/facility pages; NPB club lists	1949-2026	PNN-006;PNN-009;PNW2-003;PNW2-009;PNW2-011;PNW2-012;PNW2-013;PNW2-015	No materially distinct mechanism beyond existing PW/open domains was retained after the second pass.	Second pass retained PNN-006,PNN-009,PNW2-003,PNW2-009,PNW2-011,PNW2-012,PNW2-013,PNW2-015 as evidence.	Two formulation families plus source checking reached bounded saturation; later archival discoveries remain admissible.		Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NPB_12_CLUBS	NPB 12 clubs	Japan	H	opponent research / adaptation	SEARCHED_NEEDS_MORE	NPB NPB 12 clubs opponent research / adaptation 球団史 ファーム 育成 契約 || NPB 12 clubs opponent research / adaptation official archive history 1949-2026 source-families=12 club official histories, farm pages, IR/facility pages; NPB club lists || second-pass NPB 12 clubs opponent research / adaptation failure reversal negative result	12 club official histories, farm pages, IR/facility pages; NPB club lists	1949-2026	PNW2-013	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	Second pass retained PNW2-013 but did not establish saturation.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NPB_12_CLUBS	NPB 12 clubs	Japan	I	player identity / psychology / agency	SEARCHED_NEEDS_MORE	NPB NPB 12 clubs player identity / psychology / agency 球団史 ファーム 育成 契約 || NPB 12 clubs player identity / psychology / agency official archive history 1949-2026 source-families=12 club official histories, farm pages, IR/facility pages; NPB club lists || second-pass NPB 12 clubs player identity / psychology / agency failure reversal negative result	12 club official histories, farm pages, IR/facility pages; NPB club lists	1949-2026	PNN-008	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	Second pass retained PNN-008 but did not establish saturation.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NPB_12_CLUBS	NPB 12 clubs	Japan	J	injury / fatigue / health	BLOCKED	NPB NPB 12 clubs injury / fatigue / health 球団史 ファーム 育成 契約 || NPB 12 clubs injury / fatigue / health official archive history 1949-2026 source-families=12 club official histories, farm pages, IR/facility pages; NPB club lists || second-pass NPB 12 clubs injury / fatigue / health failure reversal negative result	12 club official histories, farm pages, IR/facility pages; NPB club lists	1949-2026	-	Primary source depth was not sufficient to close this cell without importing unverified legal, medical, or club-level claims.	Second pass found contextual references but no authoritative event that safely closes the cell.	BLOCKED pending source-authority escalation or language-specific archival work.	Source quality/depth blocker; do not infer missing mechanisms.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NPB_12_CLUBS	NPB 12 clubs	Japan	K	business / fans / media / stadiums	SEARCHED_SATURATED	NPB NPB 12 clubs business / fans / media / stadiums 球団史 ファーム 育成 契約 || NPB 12 clubs business / fans / media / stadiums official archive history 1949-2026 source-families=12 club official histories, farm pages, IR/facility pages; NPB club lists || second-pass NPB 12 clubs business / fans / media / stadiums failure reversal negative result	12 club official histories, farm pages, IR/facility pages; NPB club lists	1949-2026	PNN-043;PNN-044;PNW2-001;PNW2-002;PNW2-007;PNW2-010;PNW2-015;PNW2-016;PNW2-017	No materially distinct mechanism beyond existing PW/open domains was retained after the second pass.	Second pass retained PNN-043,PNN-044,PNW2-001,PNW2-002,PNW2-007,PNW2-010,PNW2-015,PNW2-016,PNW2-017 as evidence.	Two formulation families plus source checking reached bounded saturation; later archival discoveries remain admissible.		Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NPB_12_CLUBS	NPB 12 clubs	Japan	L	governance / labor / player associations	SEARCHED_NEEDS_MORE	NPB NPB 12 clubs governance / labor / player associations 球団史 ファーム 育成 契約 || NPB 12 clubs governance / labor / player associations official archive history 1949-2026 source-families=12 club official histories, farm pages, IR/facility pages; NPB club lists || second-pass NPB 12 clubs governance / labor / player associations failure reversal negative result	12 club official histories, farm pages, IR/facility pages; NPB club lists	1949-2026	PNN-007;PNN-053;PNW2-004;PNW2-005;PNW2-006	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	Second pass retained PNN-007,PNN-053,PNW2-004,PNW2-005,PNW2-006 but did not establish saturation.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NPB_12_CLUBS	NPB 12 clubs	Japan	M	integrity / scandals / enforcement	BLOCKED	NPB NPB 12 clubs integrity / scandals / enforcement 球団史 ファーム 育成 契約 || NPB 12 clubs integrity / scandals / enforcement official archive history 1949-2026 source-families=12 club official histories, farm pages, IR/facility pages; NPB club lists || second-pass NPB 12 clubs integrity / scandals / enforcement failure reversal negative result	12 club official histories, farm pages, IR/facility pages; NPB club lists	1949-2026	PNN-007;PNN-052;PNN-053;PNW2-005	Primary source depth was not sufficient to close this cell without importing unverified legal, medical, or club-level claims.	Second pass found contextual references but no authoritative event that safely closes the cell.	BLOCKED pending source-authority escalation or language-specific archival work.	Source quality/depth blocker; do not infer missing mechanisms.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NPB_12_CLUBS	NPB 12 clubs	Japan	N	global development	SEARCHED_NEEDS_MORE	NPB NPB 12 clubs global development 球団史 ファーム 育成 契約 || NPB 12 clubs global development official archive history 1949-2026 source-families=12 club official histories, farm pages, IR/facility pages; NPB club lists || second-pass NPB 12 clubs global development failure reversal negative result	12 club official histories, farm pages, IR/facility pages; NPB club lists	1949-2026	PNN-005;PNN-006;PNN-009;PNW2-009;PNW2-011;PNW2-012;PNW2-014	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	Second pass retained PNN-005,PNN-006,PNN-009,PNW2-009,PNW2-011,PNW2-012,PNW2-014 but did not establish saturation.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NPB_12_CLUBS	NPB 12 clubs	Japan	O	country-specific systems	SEARCHED_NEEDS_MORE	NPB NPB 12 clubs country-specific systems 球団史 ファーム 育成 契約 || NPB 12 clubs country-specific systems official archive history 1949-2026 source-families=12 club official histories, farm pages, IR/facility pages; NPB club lists || second-pass NPB 12 clubs country-specific systems failure reversal negative result	12 club official histories, farm pages, IR/facility pages; NPB club lists	1949-2026	PNN-002;PNN-008;PNN-049;PNW2-009;PNW2-012	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	Second pass retained PNN-002,PNN-008,PNN-049,PNW2-009,PNW2-012 but did not establish saturation.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
NPB_12_CLUBS	NPB 12 clubs	Japan	P	tournaments / all-star	SEARCHED_NEEDS_MORE	NPB NPB 12 clubs tournaments / all-star 球団史 ファーム 育成 契約 || NPB 12 clubs tournaments / all-star official archive history 1949-2026 source-families=12 club official histories, farm pages, IR/facility pages; NPB club lists || second-pass NPB 12 clubs tournaments / all-star failure reversal negative result	12 club official histories, farm pages, IR/facility pages; NPB club lists	1949-2026	PNN-039	Searches found covered mechanisms, source-thin references, or details not safe to generalize.	Second pass retained PNN-039 but did not establish saturation.	Not closed: keep open for a targeted later pass; retained evidence is a bounded seed.	Coverage depth remains incomplete; this is not a completion claim.	Primary/official checked where available; secondary context is marked in event rows.	Independent cell receipt; not closed by query-count alone.
