theme_id	game_scope	theme_title	topic_codes	signal_mix	unique_source_groups	evidence_ids	recurrence	counterevidence_ids	contradiction_status	mapping_status	pw_requirement_ids	open_domain_ids	semantic_judgment	design_implication	owner_question	priority	confidence	caveat
T11	PowerPro	長期記録・歴史を残す価値	M,R,T	PRAISE+OBSERVATION	3	E001;E036;E037	MIXED_CONTESTED	E015;E035	公式資料中心で、現行プレイヤーの肯定的な量的証拠は薄い	ALREADY_COVERED	PW-187-PW-221	記録・殿堂・名前の履歴は、長期セーブの「戻って見る理由」として保持する	深い世界の変化を記録で可視化し、操作量を増やさず回収できるか	P0	MEDIUM	公式機能説明は利用価値の証明ではない
T12	Prospi	長期記録・年俸・殿堂の保持要素	C,D,M,N,R,T	PRAISE+OBSERVATION	4	E039;E040;E044;E045;E049	MIXED_CONTESTED	E041;E054	記録要素の公式説明と、CPUドラフト選手の長期物語が肯定側を支える	ALREADY_COVERED	PW-187-PW-221;PW-213-PW-221	長期セーブで後から意味が出る記録・称号・殿堂を、世界の因果とつなげる価値がある	「誰が何を変えたか」を歴史・球団・リーグ史で追跡できるか	P0	MEDIUM	公式資料と少数の物語であり、一般的な満足度ではない
T13	Prospi	年数を進めた後のCPU roster/draft 停止疑い	D,E,R	COMPLAINT	1	E041;E042;E054	MODERATE_RECURRENT	E044;E045	CPUが弱くなるというより、獲得・放出・生成が止まるという長期機能の疑い	PARTIAL_EXTENSION	PW-007-PW-009;PW-025-PW-035;PW-053-PW-075;PW-222	長期安定性は「強いCPU」だけでなく、候補・移籍・退団が流れ続けることが条件	長期セーブの各年で、生成・獲得・退団の活動量を監査できるか	P0	MEDIUM	X由来の観察で、再現試験は未実施
T14	Prospi	CPUドラフトの想定外スターが長期物語を作る	D,I,R,T	PRAISE+OBSERVATION	2	E043;E044;E045	MIXED_CONTESTED	E041-E042	「能力が低い選手の活躍」と「CPU停止疑い」が同じ長期体験にある	ALREADY_COVERED	PW-003;PW-053-PW-075;PW-095-PW-115	意外な成功は残しつつ、結果が能力値の誤りではなく発見・役割・環境として追えるべき	例外的スターを、後から見ても納得できる履歴にできるか	P1	MEDIUM	物語は少数例であり、確率分布の評価ではない
T15	Prospi	疲労・大会・実況・進行の不整合	A,F,J,P,R	COMPLAINT	4	E050;E051;E052;E053;E055;E061;E062	MODERATE_RECURRENT	E039;E040	複数版・複数症状の不具合報告だが、共通するのは長期進行の信頼性	LOW_VALUE	PW-205-PW-212;PW-222-PW-229	設計の新要件にせず、再現性と版別修正状態の監査対象にする	研究と実装を分けるため、どの不具合を設計論から除外するか	P1	HIGH	同一X投稿群と掲示板が多く、独立性は限定的
T16	Prospi	トレードは個別物語・期限UXとして現れる	B,E,P,Q,T	REQUEST+COMPLAINT+PRAISE	1	E047;E048;E049;E064	ISOLATED_ANECDOTE	E039	一般のCPU市場より、個別選手の獲得、期限、育成の物語が中心	INSUFFICIENT_EVIDENCE	PW-124-PW-140;PW-236;PW-253	選手の希望を扱う場合も、市場全体の合理性と別レイヤーで扱う必要	個別の「欲しい」を球団・契約・本人意思の制約内でどう表現するか	P1	LOW	独立投稿数が少ない
T17	Prospi	myBALLPARK隣接モードのテンポ・自動化要求	P,Q,R,S	COMPLAINT+REQUEST	3	E056;E057;E058;E059;E060;E061	MODERATE_RECURRENT	E039;E040	隣接モードではテンポ・一括受取・オート停止・難易度が明確な論点になるが、classic Pennantとは別	INSUFFICIENT_EVIDENCE	PW-001;PW-010-PW-014	隣接モードからUI原則は拾えるが、社会型の報酬・運要素をそのまま移植しない	classic Pennantでも同じ負荷があるか、別調査で確認するか	P2	HIGH	モード混同防止のため、設計判断の根拠からは限定使用
T18	MLB The Show	市場・トレード設計は公式には組織文脈へ進んだ	B,N,R	PRAISE+OBSERVATION	2	E066;E067;E068	MIXED_CONTESTED	E078;E080;E081	公式の反提案・球団差と、コミュニティの失敗報告が併存	ALREADY_COVERED	PW-124-PW-140;PW-236;PW-249	方向性としてはPWの市場・球団差・理由表示と一致するが、実効性は別ゲート	市場評価を一枚の総合値にせず、球団目的・資源・時点を分けて返すべき	公式方向と実際の長期挙動が一致するかをどう監査するか	P0	HIGH	公式は意図、コミュニティは失敗例であり同じ重みではない
T19	MLB The Show	CPUトレードは過剰移動と硬直の両極で争われる	B,R	COMPLAINT+TRADEOFF	7	E076;E078;E079;E080;E081;E082;E086;E087	MIXED_CONTESTED	E067;E068	リーグが数年で崩れるという不満と、untouchable・拒否・CPUトレード不足の不満が逆方向に存在	PARTIAL_EXTENSION	PW-007-PW-009;PW-124-PW-140;PW-236;OD-01;OD-15	目標は件数の増減ではなく、必要・余剰・時期・契約・本人意思の整合性	市場が活発でも硬直でもなく、失敗理由が説明できる状態をどう定義するか	P0	HIGH	異なる版・設定・プレイ方針を含むため、単一のバグ結論は禁止
T20	MLB The Show	トレードの関心度・反提案・理由説明の需要	B,P,Q,R,S	COMPLAINT+REQUEST	4	E067;E068;E078;E086;E088	MIXED_CONTESTED	E076;E080	公式は理由・反提案を掲げ、コミュニティは関心度不足・不透明さを訴える	PARTIAL_EXTENSION	PW-004;PW-006;PW-010-PW-014;PW-236	「成立したか」より「なぜ拒否・提案したか」を返す方が設計検証に効く	プレイヤーがCPUの評価誤差と本当の拒否理由を区別できるか	P0	HIGH	公式説明と実際のUI体験は未接続
T21	MLB The Show	打順・ブルペン・ロースター運用AIの信頼性	A,F,O,R	COMPLAINT	5	E071;E077;E086;E088;E089	MODERATE_RECURRENT	E069	長年の主要問題として複数の専門コミュニティに現れるが、現行26の完全な再現ではない	NEW_CANDIDATE	OD-01;OD-02;OD-07;PW-036-PW-047;PW-222-PW-229	OD-01の未仕様領域に、判断理由・誤り方・復旧可能性を追加検討する価値	CPUの誤りをランダム失敗でなく、情報・役割・疲労・忠誠の誤差として表現するか	P0	HIGH	MLB側の公開議論が厚く、日本側の同等証拠は薄い
T22	MLB The Show	年齢カーブ・成長回帰・世代交代の極端さ	E,R	COMPLAINT+REQUEST	5	E071;E072;E085;E089;E090;E091	STRONG_RECURRENT	E083;E084	年齢・成績・怪我・潜在力を別々に扱う必要があるという方向はPWと整合する	PARTIAL_EXTENSION	PW-015-PW-035;PW-088-PW-094;OD-17	ベテランの急落と若手の過信を同一の隠し成長値で処理しない	成長・衰退の理由を、観測可能な状態と不確実性に分けて表示できるか	P0	HIGH	コミュニティ要望・分析が中心で統計検証は未収集
T23	MLB The Show	シミュレーション成績と能力尺度のずれ	H,I,R	COMPLAINT	2	E071;E073;E089	MODERATE_RECURRENT	E066	MLBではK/9等のシミュレーション成績と能力・モード都合の尺度ずれが問題化	PARTIAL_EXTENSION	PW-004;PW-036-PW-047;PW-245	絶対能力・時代相対表示・シミュレーション結果を分けるPW-245の検討と整合	成績を見た時に「能力」「時代」「役割」「環境」のどれが原因か追えるか	P1	MEDIUM	同一専門記事の複数指摘を独立証拠と数えない
T24	MLB The Show	契約・FA条件の表現力は改善と退行が同居	C,R,S	PRAISE+COMPLAINT+REQUEST	6	E066;E074;E083;E084;E096;E097;E098	MIXED_CONTESTED	E067	FA刷新の公式肯定と、オプション等の欠落・従来機能喪失への不満が同居	PARTIAL_EXTENSION	PW-124-PW-140;PW-253;PW-254;OD-06;OD-07	交渉条件を増やすこと自体ではなく、本人価値・役割・将来不確実性を比較可能にする必要	条件の多さが操作負荷にならず、契約が長期物語を作るか	P0	HIGH	版と契約種別の区別が必要
T25	MLB The Show	委任・短時間進行・フル操作の併存	P,Q,R	PRAISE+TRADEOFF	5	E069;E070;E075;E092;E093	MIXED_CONTESTED	E075;E092;E093	委任経路は公式に存在するが、UI遅延・保存安全性が別の体験障害になる	ALREADY_COVERED	PW-001;PW-010-PW-014;PW-222-PW-229	深いシミュレーションほど、日々の操作を削り、重要局面だけ止まれる設計が必要	「自動化した結果」を安全に確認・巻き戻し・再開できるか	P0	HIGH	公式説明と利用時の性能・保存問題を分離
T26	MLB The Show	拡張・再編・歴史・カスタム規則への要望	L,M,R,S	REQUEST+COMPLAINT	3	E083;E084;E085;E095	MODERATE_RECURRENT	E066;E067	長期世界を自分のリーグにしたい要望が複数のwishlist・レビューにある	PARTIAL_EXTENSION	PW-187-PW-204;PW-213-PW-221;OD-10;OD-12;OD-14;OD-20	編集自由度を増やす前に、規則・歴史・球団 identity が時間で変化する最小単位を設計する必要	カスタムと自律進化の境界をどこに置くか	P1	MEDIUM	wishlistは参加者の熱量を過大代表する
T27	MLB The Show	UI遅延・保存・長期進行の信頼性	P,Q,R	COMPLAINT	4	E075;E092;E093;E094	MODERATE_RECURRENT	E069;E070	シミュレーションの質以前に、長期セーブを失わず早く進められることが継続条件	PARTIAL_EXTENSION	PW-001;PW-010-PW-014;PW-222-PW-229	UI・保存を別物として扱わず、長期世界の可逆性と監査可能性に接続する	長期進行の各段階で保存・履歴・復旧を信頼できるか	P0	HIGH	ストアレビューの本文取得が部分的
T28	MLB The Show	長期セーブのロースター漂流とプロスペクト固定化	D,E,K,R	COMPLAINT+TRADEOFF	6	E076;E079;E080;E081;E082;E086	MIXED_CONTESTED	E077;E088	過剰トレードとプロスペクトを動かさない硬直が逆向きに発生	PARTIAL_EXTENSION	PW-003;PW-007-PW-009;PW-035;PW-088-PW-094;PW-260	自然な反復可能性には、候補の有限性・組織の窓・売買理由・下部組織の詰まりが必要	長期世界が同じ形を繰り返さず、しかし無秩序にもならない条件をどう測るか	P0	HIGH	反対方向の失敗を一つの「CPUトレード量」に潰さない
T29	Cross-game	プレイヤーが求めるのはCPUの強さより理由ある市場・組織行動	A,B,C,D,J,O,R	PRAISE+COMPLAINT+REQUEST	7	E004;E006;E019;E027;E041;E067;E068;E076;E078;E086	MIXED_CONTESTED	E008;E044;E069	3作品で市場・ドラフト・ロースターの「結果」より、納得できる理由と長期影響が焦点になる	ALREADY_COVERED	PW-004;PW-006;PW-007-PW-014;PW-124-PW-140;PW-236	PWのtruth/evaluation/observed performance分離は方向として強い。UIへの翻訳が課題	結果の後から、どの情報と制約が意思決定を作ったか再構成できるか	P0	HIGH	横断sourceの言語・製品差を伴う
T30	Cross-game	完全自動と要所介入を両立する表面設計	P,Q,O,R	REQUEST+TRADEOFF+PRAISE	8	E005;E017;E023;E029;E033;E058;E069;E070;E075	MIXED_CONTESTED	E003;E092	操作量を減らしたい需要と、情報を見たい需要は対立ではなく、局面別委任の設計課題	ALREADY_COVERED	PW-001;PW-010-PW-014;PW-004;PW-006	単純操作と深い内部を同時に成立させる既存PW方向を補強する	委任時にも、理由・変更点・復旧を短く提示できるか	P0	HIGH	隣接モードを含むため classic Pennant への適用範囲を限定
T31	Cross-game	情報の見せ方が能力・成長・市場の納得感を左右する	C,D,E,J,P,Q,R	COMPLAINT+REQUEST	7	E003;E023;E027;E042;E057;E067;E068;E078	MODERATE_RECURRENT	E039;E040	情報不足そのものより、必要な画面を往復する負荷と理由の不透明さが問題	ALREADY_COVERED	PW-004;PW-006;PW-010-PW-014;PW-095-PW-115;PW-236	可視化は真実の開示ではなく、観測・評価・不確実性の整理として設計する必要	同じ情報を増やすのではなく、判断に必要な差分を提示できるか	P0	HIGH	E057は隣接モード、classicへの直接証拠は薄い
T32	Cross-game	反復可能性には自然なアンチスノーボールと成長の可視化が必要	E,I,L,R	REQUEST+TRADEOFF+OBSERVATION	8	E012;E024;E059;E072;E083;E085;E090;E091	MIXED_CONTESTED	E008;E044	無双・急落・停滞のどれも長期運用を壊す。PWの自然な競争・成長・世界発展方向と整合	ALREADY_COVERED	PW-088-PW-094;PW-174-PW-186;PW-246-PW-250;PW-260	アンチスノーボールは補正ではなく、組織資源・情報・人材・規則の差として自然に出すべき	長期の優位と衰退を、隠し補正なしでプレイヤーが追跡できるか	P0	MEDIUM	直接的な世界100年の証拠は薄い
T33	Cross-game	リアルさ・偶然・操作量のトレードオフ	A,B,C,D,I,P,Q,R	TRADEOFF+COMPLAINT+PRAISE	7	E002;E007;E008;E011;E024;E026;E044;E075;E078;E098	MIXED_CONTESTED	E069;E070	プレイヤーはすべての不確実性や演出を歓迎するわけではなく、意味のある偶然と無意味な待ち時間を分けている	PARTIAL_EXTENSION	PW-001;PW-003;PW-004;PW-010-PW-014;PW-187-PW-221	研究成果は「要素を足す」より、意味が結果に残るか・短く説明できるかを問うべき	どの偶然を物語として残し、どの作業を自動化するか	P0	HIGH	同じ投稿に肯定と不満が併存するため単純なランキング不可
T34	Cross-game	未解決の新候補はOD-01/04/07/12/13/15/16/17に集中	A,C,D,E,G,I,L,M,N,O,R	COMPLAINT+REQUEST	7	E014;E016;E041;E042;E071;E077;E085;E090	INSUFFICIENT_EVIDENCE	E001;E039;E067	証拠は、現行PWが既に方向を持つ領域より、運用AI・能力ライフサイクル・権利・歴史・経済の境界に集中	NEW_CANDIDATE	OD-01;OD-04;OD-07;OD-12;OD-13;OD-15;OD-16;OD-17	新PW IDを作らず、次の設計判断候補としてOpen Domainに返す	次の設計波でどのODを先に仕様化・実験化するか	P0	HIGH	証拠の薄いODは「候補」のまま止める
